claim_id,claim_date,claim_year,claim_month,region,claim_type,severity,claim_status,policy_id,customer_id,broker_id,claim_amount,claim_month_name,claim_quarter,cost_band,high_cost_flag
CLM000208,2025-12-15,2025,2025-12,West,Property,Medium,Closed,POL00572,CUST0153,BR015,7666.84,Dec,Q4,High,1
CLM000209,2024-06-01,2024,2024-06,West,Property,Medium,Closed,POL00492,CUST0179,BR036,6287.07,Jun,Q2,High,1
CLM000210,2024-05-20,2024,2024-05,South,Health,Medium,Open,POL00405,CUST0420,BR023,9359.08,May,Q2,High,1
CLM000211,2024-03-15,2024,2024-03,South,Auto,Medium,Closed,POL00453,CUST0336,BR017,4121.46,Mar,Q1,Medium,0
CLM000212,2024-04-19,2024,2024-04,South,Health,High,Closed,POL00141,CUST0056,BR040,6870.2,Apr,Q2,High,1
CLM000213,2024-05-02,2024,2024-05,South,Property,Medium,Closed,POL00054,CUST0052,BR027,7917.61,May,Q2,High,1
CLM000214,2025-08-30,2025,2025-08,North,Property,Low,Pending,POL00417,CUST0335,BR031,3861.66,Aug,Q3,Medium,0
CLM000215,2025-04-13,2025,2025-04,North,Property,Medium,Closed,POL00039,CUST0090,BR027,4588.67,Apr,Q2,Medium,0
CLM000216,2024-03-31,2024,2024-03,Central,Auto,Medium,Open,POL00191,CUST0384,BR019,2934.59,Mar,Q1,Low,0
CLM000217,2024-01-05,2024,2024-01,South,Health,High,Closed,POL00466,CUST0329,BR035,3522.8,Jan,Q1,Medium,0
CLM000218,2025-03-10,2025,2025-03,South,Property,Medium,Closed,POL00191,CUST0008,BR048,6367.16,Mar,Q1,High,1
CLM000219,2025-06-01,2025,2025-06,East,Property,Low,Open,POL00438,CUST0264,BR021,2464.38,Jun,Q2,Low,0
CLM000220,2025-12-09,2025,2025-12,North,Property,Low,Closed,POL00393,CUST0121,BR029,3163.77,Dec,Q4,Medium,0
CLM000221,2024-06-17,2024,2024-06,South,Property,Low,Closed,POL00242,CUST0032,BR043,7648.38,Jun,Q2,High,1
CLM000222,2025-06-07,2025,2025-06,North,Property,High,Open,POL00121,CUST0328,BR019,5064.45,Jun,Q2,Medium,1
CLM000223,2025-04-24,2025,2025-04,South,Auto,Low,Closed,POL00426,CUST0360,BR036,3141.22,Apr,Q2,Medium,0
CLM000224,2024-10-02,2024,2024-10,West,Property,Medium,Closed,POL00611,CUST0404,BR006,2985.53,Oct,Q4,Low,0
CLM000225,2025-09-28,2025,2025-09,West,Property,Medium,Closed,POL00154,CUST0085,BR021,5429.8,Sep,Q3,Medium,1
CLM000226,2024-08-14,2024,2024-08,North,Auto,Medium,Closed,POL00523,CUST0229,BR004,3659.85,Aug,Q3,Medium,0
CLM000227,2025-09-20,2025,2025-09,South,Health,Medium,Closed,POL00023,CUST0203,BR017,3032.05,Sep,Q3,Medium,0
CLM000228,2024-04-21,2024,2024-04,East,Auto,Low,Closed,POL00062,CUST0036,BR031,977.22,Apr,Q2,Very Low,0
CLM000229,2025-07-29,2025,2025-07,North,Auto,Medium,Pending,POL00384,CUST0196,BR029,2374.5,Jul,Q3,Low,0
CLM000230,2024-07-12,2024,2024-07,South,Property,Medium,Closed,POL00670,CUST0179,BR008,7192.57,Jul,Q3,High,1
CLM000231,2025-10-03,2025,2025-10,South,Auto,High,Open,POL00306,CUST0238,BR044,6058.56,Oct,Q4,High,1
CLM000232,2024-08-05,2024,2024-08,East,Property,Low,Closed,POL00283,CUST0097,BR047,2582.42,Aug,Q3,Low,0
CLM000233,2024-01-17,2024,2024-01,West,Health,Medium,Open,POL00017,CUST0124,BR014,2286.18,Jan,Q1,Low,0
CLM000234,2025-11-01,2025,2025-11,North,Property,Medium,Closed,POL00223,CUST0387,BR050,4079.1,Nov,Q4,Medium,0
CLM000235,2025-09-15,2025,2025-09,Central,Auto,High,Closed,POL00689,CUST0420,BR021,11045.41,Sep,Q3,Extreme,1
CLM000236,2025-03-15,2025,2025-03,Central,Health,Low,Closed,POL00606,CUST0377,BR012,1480.42,Mar,Q1,Low,0
CLM000237,2024-08-06,2024,2024-08,East,Auto,Low,Closed,POL00391,CUST0403,BR034,701.43,Aug,Q3,Very Low,0
CLM000238,2025-08-02,2025,2025-08,South,Auto,Low,Closed,POL00231,CUST0154,BR046,2637.1,Aug,Q3,Low,0
CLM000239,2025-08-26,2025,2025-08,Central,Health,High,Closed,POL00249,CUST0131,BR014,2978.76,Aug,Q3,Low,0
CLM000240,2025-02-10,2025,2025-02,Central,Property,Low,Closed,POL00275,CUST0194,BR044,3728.85,Feb,Q1,Medium,0
CLM000241,2024-01-21,2024,2024-01,Central,Auto,Medium,Open,POL00573,CUST0112,BR031,1704.97,Jan,Q1,Low,0
CLM000242,2025-06-20,2025,2025-06,South,Property,Low,Open,POL00491,CUST0125,BR045,3987.07,Jun,Q2,Medium,0
CLM000243,2024-04-14,2024,2024-04,South,Auto,Low,Closed,POL00478,CUST0274,BR042,2416.49,Apr,Q2,Low,0
CLM000244,2025-05-14,2025,2025-05,South,Property,Low,Open,POL00328,CUST0105,BR024,5619.42,May,Q2,Medium,1
CLM000245,2025-01-24,2025,2025-01,East,Auto,Low,Pending,POL00594,CUST0369,BR027,1142.16,Jan,Q1,Low,0
CLM000246,2025-04-11,2025,2025-04,South,Auto,Medium,Closed,POL00346,CUST0132,BR049,3662.59,Apr,Q2,Medium,0
CLM000247,2024-11-24,2024,2024-11,West,Health,Medium,Closed,POL00144,CUST0369,BR035,1905.41,Nov,Q4,Low,0
CLM000248,2025-10-05,2025,2025-10,Central,Property,Medium,Closed,POL00685,CUST0025,BR049,3668.97,Oct,Q4,Medium,0
CLM000249,2025-03-12,2025,2025-03,West,Property,Medium,Closed,POL00683,CUST0316,BR031,11881.56,Mar,Q1,Extreme,1
CLM000250,2024-01-09,2024,2024-01,North,Health,Low,Closed,POL00282,CUST0275,BR019,1244.46,Jan,Q1,Low,0
CLM000251,2025-12-24,2025,2025-12,South,Property,Low,Closed,POL00540,CUST0130,BR023,2669.54,Dec,Q4,Low,0
CLM000252,2025-07-23,2025,2025-07,North,Property,Low,Closed,POL00308,CUST0351,BR006,4239.14,Jul,Q3,Medium,0
CLM000253,2024-11-28,2024,2024-11,West,Auto,Low,Closed,POL00058,CUST0327,BR001,3940.72,Nov,Q4,Medium,0
CLM000254,2024-02-12,2024,2024-02,East,Health,Medium,Closed,POL00098,CUST0271,BR003,2454.34,Feb,Q1,Low,0
CLM000255,2025-12-21,2025,2025-12,Central,Property,High,Closed,POL00034,CUST0092,BR021,5148.21,Dec,Q4,Medium,1
CLM000256,2025-04-17,2025,2025-04,East,Property,Medium,Closed,POL00167,CUST0289,BR016,4108.92,Apr,Q2,Medium,0
CLM000257,2025-07-19,2025,2025-07,West,Health,Low,Open,POL00081,CUST0257,BR048,2566.07,Jul,Q3,Low,0
CLM000258,2024-01-28,2024,2024-01,North,Auto,Low,Closed,POL00629,CUST0305,BR026,1170.91,Jan,Q1,Low,0
CLM000259,2024-06-16,2024,2024-06,North,Auto,High,Closed,POL00365,CUST0284,BR025,5548.24,Jun,Q2,Medium,1
CLM000260,2025-12-15,2025,2025-12,East,Health,Medium,Closed,POL00076,CUST0043,BR018,2735.92,Dec,Q4,Low,0
CLM000261,2025-12-31,2025,2025-12,West,Auto,Low,Closed,POL00316,CUST0228,BR024,1653.73,Dec,Q4,Low,0
CLM000262,2024-02-22,2024,2024-02,North,Auto,Low,Closed,POL00418,CUST0053,BR002,1469.07,Feb,Q1,Low,0
CLM000263,2025-10-11,2025,2025-10,North,Health,Low,Closed,POL00398,CUST0399,BR006,423.74,Oct,Q4,Very Low,0
CLM000264,2024-10-13,2024,2024-10,Central,Property,Medium,Closed,POL00390,CUST0087,BR009,2641.08,Oct,Q4,Low,0
CLM000265,2025-05-18,2025,2025-05,East,Auto,Low,Closed,POL00079,CUST0185,BR017,1591.42,May,Q2,Low,0
CLM000266,2024-11-16,2024,2024-11,East,Health,Low,Closed,POL00007,CUST0203,BR022,662.95,Nov,Q4,Very Low,0
CLM000267,2024-07-13,2024,2024-07,West,Auto,Low,Open,POL00667,CUST0305,BR009,3319.96,Jul,Q3,Medium,0
CLM000268,2025-11-05,2025,2025-11,Central,Auto,Low,Pending,POL00299,CUST0377,BR045,998.41,Nov,Q4,Very Low,0
CLM000269,2024-10-21,2024,2024-10,West,Auto,Low,Open,POL00374,CUST0059,BR037,1607.36,Oct,Q4,Low,0
CLM000270,2025-10-07,2025,2025-10,North,Property,Low,Pending,POL00215,CUST0225,BR019,3218.35,Oct,Q4,Medium,0
CLM000271,2024-02-05,2024,2024-02,West,Property,Low,Closed,POL00649,CUST0156,BR016,5216.61,Feb,Q1,Medium,1
CLM000272,2025-03-20,2025,2025-03,West,Property,Low,Closed,POL00411,CUST0274,BR033,2324.96,Mar,Q1,Low,0
CLM000273,2024-12-20,2024,2024-12,South,Auto,High,Closed,POL00550,CUST0305,BR041,9634.56,Dec,Q4,High,1
CLM000274,2024-02-25,2024,2024-02,West,Property,Low,Closed,POL00046,CUST0289,BR042,3161.3,Feb,Q1,Medium,0
CLM000275,2024-07-23,2024,2024-07,Central,Auto,Medium,Closed,POL00101,CUST0133,BR015,1595.84,Jul,Q3,Low,0
CLM000276,2025-09-23,2025,2025-09,East,Property,Low,Closed,POL00696,CUST0302,BR045,3433.41,Sep,Q3,Medium,0
CLM000277,2025-06-26,2025,2025-06,Central,Health,Low,Closed,POL00146,CUST0179,BR020,1271.4,Jun,Q2,Low,0
CLM000278,2025-04-16,2025,2025-04,East,Auto,Low,Closed,POL00069,CUST0154,BR003,1409.09,Apr,Q2,Low,0
CLM000279,2024-02-28,2024,2024-02,North,Auto,Low,Open,POL00250,CUST0265,BR012,1537.1,Feb,Q1,Low,0
CLM000280,2025-06-19,2025,2025-06,East,Property,Low,Closed,POL00656,CUST0337,BR028,2552.2,Jun,Q2,Low,0
CLM000281,2025-11-11,2025,2025-11,South,Property,Low,Closed,POL00065,CUST0296,BR007,4318.66,Nov,Q4,Medium,0
CLM000282,2024-10-01,2024,2024-10,South,Auto,Low,Closed,POL00502,CUST0271,BR041,2553.12,Oct,Q4,Low,0
CLM000283,2025-07-18,2025,2025-07,East,Health,Low,Closed,POL00690,CUST0362,BR020,2180.65,Jul,Q3,Low,0
CLM000284,2024-10-29,2024,2024-10,North,Auto,Low,Closed,POL00188,CUST0192,BR045,972.61,Oct,Q4,Very Low,0
CLM000285,2025-07-18,2025,2025-07,South,Auto,Low,Closed,POL00661,CUST0089,BR036,5212.1,Jul,Q3,Medium,1
CLM000286,2025-05-28,2025,2025-05,South,Property,Low,Closed,POL00394,CUST0288,BR033,2095.9,May,Q2,Low,0
CLM000287,2024-07-28,2024,2024-07,West,Health,Medium,Closed,POL00085,CUST0290,BR002,2133.59,Jul,Q3,Low,0
CLM000288,2024-04-22,2024,2024-04,South,Auto,Medium,Closed,POL00469,CUST0290,BR048,4146.67,Apr,Q2,Medium,0
CLM000289,2024-09-10,2024,2024-09,East,Auto,Low,Open,POL00376,CUST0278,BR049,1572.27,Sep,Q3,Low,0
CLM000290,2025-08-14,2025,2025-08,East,Property,Low,Open,POL00305,CUST0017,BR029,2348.72,Aug,Q3,Low,0
CLM000291,2025-02-14,2025,2025-02,South,Property,Medium,Open,POL00603,CUST0353,BR023,6431.43,Feb,Q1,High,1
CLM000292,2024-11-08,2024,2024-11,West,Auto,Low,Closed,POL00212,CUST0413,BR004,1577.84,Nov,Q4,Low,0
CLM000293,2025-09-30,2025,2025-09,South,Health,Low,Closed,POL00274,CUST0264,BR044,1447.21,Sep,Q3,Low,0
CLM000294,2024-03-10,2024,2024-03,Central,Property,High,Pending,POL00672,CUST0065,BR045,9669.13,Mar,Q1,High,1
CLM000295,2024-05-07,2024,2024-05,North,Auto,Low,Open,POL00403,CUST0251,BR010,1699.65,May,Q2,Low,0
CLM000296,2025-05-18,2025,2025-05,West,Auto,Low,Open,POL00413,CUST0264,BR048,1794.89,May,Q2,Low,0
CLM000297,2025-07-08,2025,2025-07,East,Health,Medium,Open,POL00096,CUST0375,BR030,2858.23,Jul,Q3,Low,0
CLM000298,2024-12-23,2024,2024-12,South,Auto,Medium,Closed,POL00440,CUST0109,BR032,3758.24,Dec,Q4,Medium,0
CLM000299,2025-05-26,2025,2025-05,South,Health,Medium,Closed,POL00699,CUST0391,BR004,3940.25,May,Q2,Medium,0
CLM000300,2025-11-17,2025,2025-11,West,Health,Low,Closed,POL00001,CUST0220,BR013,2053.05,Nov,Q4,Low,0
CLM000301,2024-03-08,2024,2024-03,Central,Auto,High,Open,POL00096,CUST0336,BR024,3198.35,Mar,Q1,Medium,0
CLM000302,2025-07-10,2025,2025-07,West,Health,Low,Open,POL00240,CUST0220,BR042,1353.77,Jul,Q3,Low,0
CLM000303,2025-02-18,2025,2025-02,North,Health,Low,Closed,POL00010,CUST0005,BR045,1711.49,Feb,Q1,Low,0
CLM000304,2025-03-03,2025,2025-03,South,Property,Medium,Closed,POL00321,CUST0189,BR020,8564.88,Mar,Q1,High,1
CLM000305,2025-03-10,2025,2025-03,West,Property,Low,Closed,POL00169,CUST0226,BR023,3814.99,Mar,Q1,Medium,0
CLM000306,2024-11-17,2024,2024-11,West,Property,Medium,Closed,POL00223,CUST0045,BR007,5470.08,Nov,Q4,Medium,1
CLM000307,2025-03-05,2025,2025-03,East,Health,High,Closed,POL00284,CUST0331,BR006,6198.96,Mar,Q1,High,1
CLM000308,2025-11-04,2025,2025-11,East,Health,Medium,Open,POL00675,CUST0155,BR014,1696.04,Nov,Q4,Low,0
CLM000309,2025-09-18,2025,2025-09,South,Health,Medium,Open,POL00246,CUST0254,BR025,3590.27,Sep,Q3,Medium,0
CLM000310,2025-09-13,2025,2025-09,South,Property,Medium,Closed,POL00583,CUST0216,BR024,6444.79,Sep,Q3,High,1
CLM000311,2025-03-30,2025,2025-03,South,Property,Low,Closed,POL00062,CUST0405,BR026,3845.97,Mar,Q1,Medium,0
CLM000312,2025-11-18,2025,2025-11,West,Property,Low,Closed,POL00551,CUST0316,BR010,5645.31,Nov,Q4,Medium,1
CLM000313,2025-06-08,2025,2025-06,South,Property,Medium,Open,POL00666,CUST0349,BR042,9234.4,Jun,Q2,High,1
CLM000314,2025-12-24,2025,2025-12,South,Property,Low,Pending,POL00119,CUST0233,BR040,5517.6,Dec,Q4,Medium,1
CLM000315,2024-06-07,2024,2024-06,West,Property,Low,Closed,POL00141,CUST0360,BR001,4974.48,Jun,Q2,Medium,1
CLM000316,2025-06-27,2025,2025-06,East,Property,Medium,Closed,POL00276,CUST0376,BR008,4903.72,Jun,Q2,Medium,1
CLM000317,2024-01-16,2024,2024-01,South,Health,Medium,Closed,POL00591,CUST0322,BR005,3085.07,Jan,Q1,Medium,0
CLM000318,2025-09-19,2025,2025-09,South,Health,Medium,Closed,POL00106,CUST0294,BR044,2659.53,Sep,Q3,Low,0
CLM000319,2024-04-26,2024,2024-04,West,Auto,Medium,Closed,POL00048,CUST0242,BR024,3500.45,Apr,Q2,Medium,0
CLM000320,2025-03-18,2025,2025-03,North,Property,Low,Closed,POL00672,CUST0215,BR015,2937.5,Mar,Q1,Low,0
CLM000321,2025-08-02,2025,2025-08,Central,Auto,Medium,Closed,POL00690,CUST0027,BR012,2839.79,Aug,Q3,Low,0
CLM000322,2025-09-22,2025,2025-09,Central,Property,Low,Closed,POL00319,CUST0168,BR006,3407.76,Sep,Q3,Medium,0
CLM000323,2025-01-05,2025,2025-01,South,Auto,Medium,Closed,POL00378,CUST0303,BR032,3092.16,Jan,Q1,Medium,0
CLM000324,2024-04-10,2024,2024-04,West,Health,Medium,Closed,POL00420,CUST0013,BR015,4679.85,Apr,Q2,Medium,1
CLM000325,2025-11-22,2025,2025-11,West,Property,High,Open,POL00107,CUST0106,BR034,8557.66,Nov,Q4,High,1
CLM000326,2024-08-02,2024,2024-08,East,Auto,High,Closed,POL00096,CUST0023,BR015,2950.24,Aug,Q3,Low,0
CLM000327,2024-09-23,2024,2024-09,South,Property,Low,Open,POL00595,CUST0049,BR033,5102.36,Sep,Q3,Medium,1
CLM000328,2025-07-21,2025,2025-07,North,Health,Low,Closed,POL00268,CUST0162,BR026,1738.28,Jul,Q3,Low,0
CLM000329,2024-06-16,2024,2024-06,South,Auto,Low,Closed,POL00599,CUST0056,BR010,2519.38,Jun,Q2,Low,0
CLM000330,2025-08-19,2025,2025-08,East,Health,Medium,Closed,POL00316,CUST0238,BR017,2599.36,Aug,Q3,Low,0
CLM000331,2024-02-16,2024,2024-02,North,Property,Medium,Closed,POL00042,CUST0111,BR021,4182.04,Feb,Q1,Medium,0
CLM000332,2025-12-31,2025,2025-12,South,Auto,Low,Closed,POL00179,CUST0016,BR026,1804.68,Dec,Q4,Low,0
CLM000333,2024-10-11,2024,2024-10,West,Auto,Low,Open,POL00144,CUST0063,BR001,1925.41,Oct,Q4,Low,0
CLM000334,2025-04-24,2025,2025-04,North,Property,Low,Closed,POL00597,CUST0301,BR017,2425.66,Apr,Q2,Low,0
CLM000335,2024-02-08,2024,2024-02,North,Auto,High,Closed,POL00132,CUST0048,BR022,6682.13,Feb,Q1,High,1
CLM000336,2025-08-25,2025,2025-08,North,Property,Low,Closed,POL00392,CUST0350,BR028,2920.16,Aug,Q3,Low,0
CLM000337,2025-04-20,2025,2025-04,West,Property,Medium,Closed,POL00511,CUST0211,BR036,4797.79,Apr,Q2,Medium,1
CLM000338,2025-02-14,2025,2025-02,South,Auto,Low,Closed,POL00646,CUST0411,BR035,2207.67,Feb,Q1,Low,0
CLM000339,2024-07-14,2024,2024-07,West,Auto,Medium,Closed,POL00580,CUST0258,BR021,3610.91,Jul,Q3,Medium,0
CLM000340,2025-04-03,2025,2025-04,North,Health,Low,Closed,POL00484,CUST0272,BR023,1081.67,Apr,Q2,Low,0
CLM000341,2024-04-29,2024,2024-04,Central,Auto,Medium,Closed,POL00058,CUST0392,BR015,1687.34,Apr,Q2,Low,0
CLM000342,2025-07-18,2025,2025-07,South,Property,Medium,Closed,POL00368,CUST0303,BR002,7533.28,Jul,Q3,High,1
CLM000343,2024-06-29,2024,2024-06,Central,Health,Medium,Closed,POL00505,CUST0278,BR020,1765.02,Jun,Q2,Low,0
CLM000344,2025-01-20,2025,2025-01,North,Auto,Low,Closed,POL00629,CUST0104,BR009,1532.48,Jan,Q1,Low,0
CLM000345,2025-04-01,2025,2025-04,West,Property,High,Open,POL00539,CUST0187,BR005,10319.85,Apr,Q2,Extreme,1
CLM000346,2025-12-06,2025,2025-12,South,Property,High,Open,POL00499,CUST0333,BR021,14255.05,Dec,Q4,Extreme,1
CLM000347,2025-10-15,2025,2025-10,West,Property,Medium,Closed,POL00180,CUST0194,BR020,3858.39,Oct,Q4,Medium,0
CLM000348,2024-05-30,2024,2024-05,North,Property,High,Pending,POL00401,CUST0395,BR037,4876.0,May,Q2,Medium,1
CLM000349,2025-11-05,2025,2025-11,South,Property,Medium,Closed,POL00509,CUST0073,BR022,5379.44,Nov,Q4,Medium,1
CLM000350,2024-05-01,2024,2024-05,South,Auto,Medium,Pending,POL00687,CUST0328,BR047,3132.05,May,Q2,Medium,0
CLM000351,2024-08-16,2024,2024-08,North,Auto,Medium,Closed,POL00111,CUST0369,BR001,2787.4,Aug,Q3,Low,0
CLM000352,2025-08-13,2025,2025-08,West,Property,High,Closed,POL00560,CUST0193,BR007,20395.36,Aug,Q3,Extreme,1
CLM000353,2024-10-22,2024,2024-10,West,Property,Low,Closed,POL00035,CUST0151,BR002,4252.82,Oct,Q4,Medium,0
CLM000354,2025-02-23,2025,2025-02,North,Auto,Low,Closed,POL00096,CUST0174,BR039,1730.37,Feb,Q1,Low,0
CLM000355,2024-09-04,2024,2024-09,West,Health,Medium,Closed,POL00445,CUST0081,BR004,2235.07,Sep,Q3,Low,0
CLM000356,2025-04-16,2025,2025-04,Central,Health,Medium,Closed,POL00677,CUST0145,BR020,1391.51,Apr,Q2,Low,0
CLM000357,2025-01-26,2025,2025-01,South,Property,Low,Open,POL00641,CUST0308,BR031,4123.63,Jan,Q1,Medium,0
CLM000358,2025-01-14,2025,2025-01,South,Health,High,Closed,POL00408,CUST0242,BR032,5091.46,Jan,Q1,Medium,1
CLM000359,2024-05-15,2024,2024-05,North,Health,Low,Open,POL00379,CUST0096,BR029,1209.14,May,Q2,Low,0
CLM000360,2025-08-14,2025,2025-08,North,Property,Medium,Closed,POL00353,CUST0414,BR035,3835.9,Aug,Q3,Medium,0
CLM000361,2025-10-29,2025,2025-10,South,Auto,Low,Pending,POL00487,CUST0294,BR016,2962.97,Oct,Q4,Low,0
CLM000362,2025-02-10,2025,2025-02,South,Property,Low,Closed,POL00586,CUST0347,BR040,7097.01,Feb,Q1,High,1
CLM000363,2025-08-18,2025,2025-08,North,Property,High,Closed,POL00434,CUST0041,BR044,9371.97,Aug,Q3,High,1
CLM000364,2025-11-18,2025,2025-11,North,Health,Low,Open,POL00090,CUST0199,BR036,1516.51,Nov,Q4,Low,0
CLM000365,2025-06-16,2025,2025-06,West,Property,Medium,Open,POL00116,CUST0213,BR010,8154.98,Jun,Q2,High,1
CLM000366,2025-10-29,2025,2025-10,North,Property,High,Open,POL00353,CUST0211,BR017,8460.11,Oct,Q4,High,1
CLM000367,2025-09-06,2025,2025-09,East,Health,Low,Closed,POL00698,CUST0356,BR026,1353.85,Sep,Q3,Low,0
CLM000368,2025-06-19,2025,2025-06,West,Auto,Low,Closed,POL00346,CUST0419,BR020,2297.6,Jun,Q2,Low,0
CLM000369,2025-09-09,2025,2025-09,Central,Property,High,Closed,POL00454,CUST0397,BR021,9066.76,Sep,Q3,High,1
CLM000370,2025-08-02,2025,2025-08,East,Auto,Low,Closed,POL00497,CUST0389,BR034,1326.4,Aug,Q3,Low,0
CLM000371,2024-01-29,2024,2024-01,East,Auto,Low,Closed,POL00139,CUST0400,BR034,1437.28,Jan,Q1,Low,0
CLM000372,2024-01-15,2024,2024-01,North,Property,Low,Closed,POL00034,CUST0234,BR004,2999.84,Jan,Q1,Low,0
CLM000373,2024-12-26,2024,2024-12,South,Auto,Low,Closed,POL00127,CUST0349,BR002,3365.14,Dec,Q4,Medium,0
CLM000374,2025-09-08,2025,2025-09,East,Auto,High,Closed,POL00168,CUST0133,BR048,7701.75,Sep,Q3,High,1
CLM000375,2024-02-16,2024,2024-02,South,Health,Low,Closed,POL00220,CUST0114,BR042,3097.76,Feb,Q1,Medium,0
CLM000376,2025-04-16,2025,2025-04,South,Health,Low,Open,POL00010,CUST0243,BR009,1359.81,Apr,Q2,Low,0
CLM000377,2024-11-03,2024,2024-11,West,Auto,Medium,Pending,POL00659,CUST0141,BR028,4240.78,Nov,Q4,Medium,0
CLM000378,2024-06-27,2024,2024-06,East,Auto,Low,Closed,POL00639,CUST0204,BR038,1519.44,Jun,Q2,Low,0
CLM000379,2025-09-19,2025,2025-09,Central,Property,Medium,Closed,POL00290,CUST0153,BR044,9924.49,Sep,Q3,High,1
CLM000380,2025-02-02,2025,2025-02,South,Auto,Low,Closed,POL00668,CUST0153,BR013,1861.75,Feb,Q1,Low,0
CLM000381,2025-05-04,2025,2025-05,Central,Property,Medium,Closed,POL00698,CUST0072,BR047,3437.25,May,Q2,Medium,0
CLM000382,2025-09-12,2025,2025-09,Central,Auto,Low,Closed,POL00586,CUST0418,BR013,1335.32,Sep,Q3,Low,0
CLM000383,2025-04-24,2025,2025-04,West,Health,Low,Closed,POL00308,CUST0088,BR043,783.17,Apr,Q2,Very Low,0
CLM000384,2024-04-02,2024,2024-04,South,Health,Medium,Open,POL00573,CUST0391,BR012,2021.58,Apr,Q2,Low,0
CLM000385,2024-06-20,2024,2024-06,West,Auto,Low,Open,POL00431,CUST0404,BR022,1437.51,Jun,Q2,Low,0
CLM000386,2025-10-27,2025,2025-10,South,Property,Low,Closed,POL00636,CUST0037,BR031,4374.76,Oct,Q4,Medium,0
CLM000387,2024-09-13,2024,2024-09,North,Property,Medium,Closed,POL00155,CUST0071,BR013,4733.66,Sep,Q3,Medium,1
CLM000388,2025-10-19,2025,2025-10,Central,Property,Low,Closed,POL00083,CUST0250,BR022,5335.64,Oct,Q4,Medium,1
CLM000389,2024-03-31,2024,2024-03,South,Auto,Low,Closed,POL00173,CUST0296,BR049,2824.18,Mar,Q1,Low,0
CLM000390,2025-02-15,2025,2025-02,North,Health,Low,Closed,POL00005,CUST0020,BR035,1076.69,Feb,Q1,Low,0
CLM000391,2025-07-11,2025,2025-07,Central,Property,Medium,Closed,POL00005,CUST0321,BR047,3367.36,Jul,Q3,Medium,0
CLM000392,2025-12-22,2025,2025-12,Central,Auto,Low,Closed,POL00067,CUST0024,BR020,1956.44,Dec,Q4,Low,0
CLM000393,2024-08-21,2024,2024-08,West,Health,Low,Open,POL00138,CUST0176,BR032,850.46,Aug,Q3,Very Low,0
CLM000394,2025-04-07,2025,2025-04,South,Property,High,Closed,POL00023,CUST0302,BR033,24950.76,Apr,Q2,Extreme,1
CLM000395,2025-07-07,2025,2025-07,West,Property,Low,Open,POL00639,CUST0025,BR039,5806.96,Jul,Q3,Medium,1
CLM000396,2024-12-04,2024,2024-12,North,Property,Low,Closed,POL00455,CUST0195,BR008,2138.38,Dec,Q4,Low,0
CLM000397,2025-08-31,2025,2025-08,West,Property,Low,Closed,POL00638,CUST0311,BR045,2109.93,Aug,Q3,Low,0
CLM000398,2025-02-23,2025,2025-02,East,Health,Low,Closed,POL00624,CUST0103,BR050,2010.48,Feb,Q1,Low,0
CLM000399,2025-09-25,2025,2025-09,Central,Auto,Low,Closed,POL00213,CUST0353,BR031,1582.28,Sep,Q3,Low,0
CLM000400,2025-01-02,2025,2025-01,North,Auto,Low,Closed,POL00093,CUST0400,BR033,2822.3,Jan,Q1,Low,0
CLM000401,2025-02-21,2025,2025-02,Central,Health,Low,Closed,POL00052,CUST0052,BR012,678.68,Feb,Q1,Very Low,0
CLM000402,2024-05-28,2024,2024-05,South,Property,Low,Closed,POL00047,CUST0005,BR009,2758.21,May,Q2,Low,0
CLM000403,2024-03-28,2024,2024-03,South,Property,High,Closed,POL00096,CUST0191,BR022,10792.79,Mar,Q1,Extreme,1
CLM000404,2025-07-25,2025,2025-07,South,Health,Medium,Closed,POL00432,CUST0333,BR011,3013.75,Jul,Q3,Medium,0
CLM000405,2025-12-23,2025,2025-12,East,Property,Medium,Closed,POL00449,CUST0093,BR040,4158.35,Dec,Q4,Medium,0
CLM000406,2025-07-03,2025,2025-07,East,Property,High,Open,POL00495,CUST0250,BR008,11501.68,Jul,Q3,Extreme,1
CLM000407,2024-08-13,2024,2024-08,North,Auto,Low,Closed,POL00695,CUST0269,BR050,1032.31,Aug,Q3,Low,0
CLM000408,2024-10-16,2024,2024-10,South,Property,High,Closed,POL00634,CUST0049,BR028,10249.31,Oct,Q4,Extreme,1
CLM000409,2024-05-07,2024,2024-05,East,Property,Medium,Closed,POL00572,CUST0314,BR004,4161.58,May,Q2,Medium,0
CLM000410,2025-03-22,2025,2025-03,East,Health,Low,Open,POL00329,CUST0124,BR022,1498.66,Mar,Q1,Low,0
CLM000411,2024-01-26,2024,2024-01,East,Health,Low,Open,POL00081,CUST0236,BR029,1316.18,Jan,Q1,Low,0
CLM000412,2024-08-17,2024,2024-08,North,Health,Low,Pending,POL00670,CUST0010,BR007,728.58,Aug,Q3,Very Low,0
CLM000413,2025-01-19,2025,2025-01,East,Auto,Low,Closed,POL00312,CUST0261,BR036,1016.21,Jan,Q1,Low,0
CLM000414,2025-12-10,2025,2025-12,East,Auto,Medium,Open,POL00340,CUST0287,BR050,4531.42,Dec,Q4,Medium,0
CLM000415,2024-08-30,2024,2024-08,West,Auto,Low,Closed,POL00675,CUST0114,BR001,2106.27,Aug,Q3,Low,0
